Market,ST,MSA,CC Rate,SF/Cap,Med HHI,Sup Gr%,SF Dev,Tax,Crime,Ind Basis,Exit CO,Exit Stab,Yld/Basis,Sc:Rate,Sc:Sat,Sc:HHI,Sc:Grw,Sc:Tax,Sc:Crm,Sc:Bas,Sc:Exit,Score,Rank,Tier
"Bay Harbor Islands, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",2.33,7.13,77641,0.2089,430300,0.0153,3500,175,154,220,0.15977142857142856,0.905,0.45299999999999996,0.247,0.22199999999999998,0.732,0.29100000000000004,0.248,0.55,0.5149,1212,C
"West Miami, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",2.33,7.5,76641,0.0345,137400,0.0153,3500,175,154,220,0.15977142857142856,0.905,0.41900000000000004,0.231,0.8140000000000001,0.732,0.29100000000000004,0.248,0.55,0.5369,1033,B
"North Bay Village, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",2.33,7.08,76615,0.191,469079,0.0153,3500,175,154,220,0.15977142857142856,0.905,0.46099999999999997,0.23,0.249,0.732,0.29100000000000004,0.248,0.55,0.5169999999999999,1196,C
"Olympia Heights, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",2.29,4.7,89911,0.1233,266515,0.0153,3500,175,154,220,0.15702857142857143,0.9,0.772,0.417,0.406,0.732,0.29100000000000004,0.248,0.55,0.5954,623,B
"Boca Raton, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",2.28,7.38,97443,,,0.0153,3500,175,154,220,0.15634285714285714,0.899,0.43200000000000005,0.514,,0.732,0.29100000000000004,0.248,0.55,,,
"Biscayne Park, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",2.22,6,67088,0.2462,663129,0.0153,3500,175,154,220,0.15222857142857144,0.892,0.603,0.113,0.18100000000000005,0.732,0.29100000000000004,0.248,0.55,0.53355,1066,C
"North Miami, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",2.2,6.09,66937,0.2557,735129,0.0153,3500,175,154,220,0.15085714285714286,0.888,0.5920000000000001,0.111,0.16700000000000004,0.732,0.29100000000000004,0.248,0.55,0.52975,1095,C
"Westlake, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",2.16,1.62,113914,,,0.0153,3500,175,154,220,0.14811428571428573,0.882,0.975,0.702,,0.732,0.29100000000000004,0.248,0.55,,,
"Miami Shores, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",2.15,7.66,65419,0.1602,578679,0.0153,3500,175,154,220,0.1474285714285714,0.878,0.402,0.095,0.30600000000000005,0.732,0.29100000000000004,0.248,0.55,0.4959,1363,C
"El Portal, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",2.15,7.35,68895,0.1347,469079,0.0153,3500,175,154,220,0.1474285714285714,0.878,0.43400000000000005,0.137,0.365,0.732,0.29100000000000004,0.248,0.55,0.50735,1277,C
"Sweetwater, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",2.11,6.96,84098,0.0805,220433,0.0153,3500,175,154,220,0.14468571428571428,0.872,0.475,0.337,0.575,0.732,0.29100000000000004,0.248,0.55,0.53485,1050,B
"Virginia Gardens, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",2.11,8.31,65957,0.0379,159599,0.0153,3500,175,154,220,0.14468571428571428,0.872,0.34199999999999997,0.1,0.794,0.732,0.29100000000000004,0.248,0.55,0.50735,1277,C
"Sunny Isles Beach, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",2.1,7.46,71578,0.2501,558714,0.0153,3500,175,154,220,0.14400000000000002,0.868,0.42300000000000004,0.166,0.17600000000000005,0.732,0.29100000000000004,0.248,0.55,0.4951499999999999,1371,C
"Cooper City, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",2.1,6.65,91395,0.0451,100556,0.0153,3500,175,154,220,0.14400000000000002,0.868,0.515,0.435,0.754,0.732,0.29100000000000004,0.248,0.55,0.5559000000000001,884,B
"Riviera Beach, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",2.1,9.56,80780,0.0539,91545,0.0153,3500,175,154,220,0.14400000000000002,0.868,0.246,0.288,0.71,0.732,0.29100000000000004,0.248,0.55,0.49255000000000004,1396,C
"North Miami Beach, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",2.09,7.62,71595,0.1833,612793,0.0153,3500,175,154,220,0.1433142857142857,0.865,0.406,0.166,0.268,0.732,0.29100000000000004,0.248,0.55,0.49574999999999997,1364,C
"Ojus, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",2.07,7.89,68859,0.1856,612793,0.0153,3500,175,154,220,0.14194285714285712,0.86,0.378,0.136,0.263,0.732,0.29100000000000004,0.248,0.55,0.4874,1439,C
"Golden Beach, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",2.07,7.38,71431,0.2591,558714,0.0153,3500,175,154,220,0.14194285714285712,0.86,0.43200000000000005,0.165,0.16500000000000004,0.732,0.29100000000000004,0.248,0.55,0.49475,1373,C
"Aventura, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",2.06,8.62,68278,0.182,612793,0.0153,3500,175,154,220,0.14125714285714286,0.856,0.31499999999999995,0.127,0.27,0.732,0.29100000000000004,0.248,0.55,0.4739000000000001,1536,C
"Miami Springs, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",2.04,8.35,57493,0.0441,193832,0.0153,3500,175,154,220,0.13988571428571428,0.851,0.33799999999999997,0.036,0.759,0.732,0.29100000000000004,0.248,0.55,0.4974,1350,C
"West Park, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",2.04,6.85,71006,0.1065,397343,0.0153,3500,175,154,220,0.13988571428571428,0.851,0.49,0.16,0.46699999999999997,0.732,0.29100000000000004,0.248,0.55,0.5194000000000001,1171,C
"Medley, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",2.03,9,68317,0.0187,67199,0.0153,3500,175,154,220,0.1392,0.847,0.28700000000000003,0.128,0.918,0.732,0.29100000000000004,0.248,0.55,0.49895,1336,C
"Hialeah, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",2.03,8.06,57388,0.0832,314852,0.0153,3500,175,154,220,0.1392,0.847,0.364,0.035,0.567,0.732,0.29100000000000004,0.248,0.55,0.49215,1399,C
"Hallandale Beach, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",2.03,7.45,70423,0.2018,612793,0.0153,3500,175,154,220,0.1392,0.847,0.42400000000000004,0.154,0.22999999999999998,0.732,0.29100000000000004,0.248,0.55,0.49324999999999997,1389,C
"Pembroke Park, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",2.02,7.33,71439,0.1302,477343,0.0153,3500,175,154,220,0.13851428571428573,0.844,0.43500000000000005,0.165,0.378,0.732,0.29100000000000004,0.248,0.55,0.5027999999999999,1304,C
"Weston, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",2.02,6.3,148905,0.1252,87047,0.0153,3500,175,154,220,0.13851428571428573,0.844,0.562,0.915,0.397,0.732,0.29100000000000004,0.248,0.55,0.56665,812,B
"Miami Gardens, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",2.02,5.63,67884,0.1707,486855,0.0153,3500,175,154,220,0.13851428571428573,0.844,0.653,0.124,0.28700000000000003,0.732,0.29100000000000004,0.248,0.55,0.5398,1010,B
"Miramar, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",2.01,6.58,73515,0.1143,377255,0.0153,3500,175,154,220,0.1378285714285714,0.841,0.523,0.192,0.43600000000000005,0.732,0.29100000000000004,0.248,0.55,0.52405,1142,C
"Delray Beach, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",2.01,11.83,85494,0.0813,167664,0.0153,3500,175,154,220,0.1378285714285714,0.841,0.136,0.355,0.573,0.732,0.29100000000000004,0.248,0.55,0.46165,1613,C
"Doral, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",2,8.44,68931,0.0219,67199,0.0153,3500,175,154,220,0.13714285714285715,0.838,0.33099999999999996,0.137,0.895,0.732,0.29100000000000004,0.248,0.55,0.5052499999999999,1290,C
"Palm Beach Shores, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",2,9.85,76243,0.0715,91545,0.0153,3500,175,154,220,0.13714285714285715,0.838,0.22899999999999998,0.227,0.615,0.732,0.29100000000000004,0.248,0.55,0.47534999999999994,1526,C
"Davie, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",2,6.43,89708,0.0368,83629,0.0153,3500,175,154,220,0.13714285714285715,0.838,0.542,0.413,0.802,0.732,0.29100000000000004,0.248,0.55,0.5566,878,B
"Deerfield Beach, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.99,9.63,88323,,,0.0153,3500,175,154,220,0.13645714285714286,0.834,0.242,0.392,,0.732,0.29100000000000004,0.248,0.55,,,
"Hialeah Gardens, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.98,7.22,71633,0.0754,229667,0.0153,3500,175,154,220,0.13577142857142857,0.832,0.44399999999999995,0.167,0.596,0.732,0.29100000000000004,0.248,0.55,0.5132,1234,C
"Mangonia Park, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.97,10.43,74911,0.0834,180045,0.0153,3500,175,154,220,0.13508571428571428,0.829,0.19699999999999995,0.208,0.565,0.732,0.29100000000000004,0.248,0.55,0.4637,1599,C
"Pembroke Pines, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.96,5.46,87138,0.1086,248128,0.0153,3500,175,154,220,0.1344,0.826,0.677,0.374,0.45699999999999996,0.732,0.29100000000000004,0.248,0.55,0.562,842,B
"Palm Beach, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.96,12.14,75547,0.0951,160200,0.0153,3500,175,154,220,0.1344,0.826,0.125,0.218,0.515,0.732,0.29100000000000004,0.248,0.55,0.44670000000000004,1679,D
"Richmond Heights, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.96,6.03,101495,0.2676,573724,0.0153,3500,175,154,220,0.1344,0.826,0.6,0.568,0.15700000000000003,0.732,0.29100000000000004,0.248,0.55,0.5413,996,B
"Palm Springs North, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.94,4.56,79660,0.2338,434043,0.0153,3500,175,154,220,0.13302857142857144,0.821,0.788,0.274,0.19399999999999995,0.732,0.29100000000000004,0.248,0.55,0.5650499999999999,820,B
"Palmetto Bay, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.93,6.31,108077,0.2662,385949,0.0153,3500,175,154,220,0.13234285714285715,0.816,0.5609999999999999,0.638,0.15900000000000003,0.732,0.29100000000000004,0.248,0.55,0.5351,1047,B
"Palm Beach Gardens, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.93,9.75,108306,0.017,19845,0.0153,3500,175,154,220,0.13234285714285715,0.816,0.23399999999999999,0.642,0.929,0.732,0.29100000000000004,0.248,0.55,0.5084,1267,C
"Sunrise, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.92,5.71,77227,,,0.0153,3500,175,154,220,0.13165714285714286,0.812,0.641,0.24,,0.732,0.29100000000000004,0.248,0.55,,,
"Hollywood, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.92,8.93,71609,0.1245,376464,0.0153,3500,175,154,220,0.13165714285714286,0.812,0.29200000000000004,0.167,0.401,0.732,0.29100000000000004,0.248,0.55,0.46905,1566,C
"Tamarac, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.92,6.08,72303,0.0385,106917,0.0153,3500,175,154,220,0.13165714285714286,0.812,0.593,0.176,0.79,0.732,0.29100000000000004,0.248,0.55,0.54915,941,B
"Hillsboro Beach, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.91,10.79,79038,,,0.0153,3500,175,154,220,0.13097142857142857,0.809,0.18000000000000005,0.266,,0.732,0.29100000000000004,0.248,0.55,,,
"Coral Springs, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.9,6.52,99596,0.0516,106917,0.0153,3500,175,154,220,0.13028571428571428,0.802,0.532,0.544,0.722,0.732,0.29100000000000004,0.248,0.55,0.5499499999999999,934,B
"Cutler Bay, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.9,7.11,92147,0.177,261896,0.0153,3500,175,154,220,0.13028571428571428,0.802,0.45599999999999996,0.446,0.276,0.732,0.29100000000000004,0.248,0.55,0.50755,1276,C
"Southwest Ranches, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.9,5.71,121550,0.0682,100772,0.0153,3500,175,154,220,0.13028571428571428,0.802,0.641,0.766,0.629,0.732,0.29100000000000004,0.248,0.55,0.5782,733,B
"North Palm Beach, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.89,9.76,98111,0.0126,19845,0.0153,3500,175,154,220,0.1296,0.795,0.23399999999999999,0.522,0.958,0.732,0.29100000000000004,0.248,0.55,0.49965,1329,C
"West Palm Beach, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.89,11.41,70700,0.1568,335701,0.0153,3500,175,154,220,0.1296,0.795,0.15100000000000002,0.156,0.31299999999999994,0.732,0.29100000000000004,0.248,0.55,0.43250000000000005,1742,D
"Lake Park, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.89,9.52,87133,0.0126,19845,0.0153,3500,175,154,220,0.1296,0.795,0.249,0.374,0.958,0.732,0.29100000000000004,0.248,0.55,0.49524999999999997,1370,C
"Miami Lakes, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.88,5.82,71108,0.1708,443087,0.0153,3500,175,154,220,0.1289142857142857,0.793,0.63,0.161,0.28600000000000003,0.732,0.29100000000000004,0.248,0.55,0.5268,1120,C
"Lighthouse Point, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.86,13.76,74017,,,0.0153,3500,175,154,220,0.12754285714285715,0.785,0.08199999999999996,0.199,,0.732,0.29100000000000004,0.248,0.55,,,
"South Miami Heights, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.86,6.72,94964,0.2199,445238,0.0153,3500,175,154,220,0.12754285714285715,0.785,0.505,0.481,0.21099999999999997,0.732,0.29100000000000004,0.248,0.55,0.51245,1241,C
"Goulds, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.85,5.04,81437,0.3983,525527,0.0153,3500,175,154,220,0.12685714285714286,0.782,0.732,0.296,0.07599999999999996,0.732,0.29100000000000004,0.248,0.55,0.54125,997,B
"Pompano Beach, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.82,14.02,71715,0.0536,216499,0.0153,3500,175,154,220,0.1248,0.768,0.07799999999999996,0.169,0.712,0.732,0.29100000000000004,0.248,0.55,0.43309999999999993,1740,D
"North Lauderdale, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.8,6.46,71238,0.0298,90123,0.0153,3500,175,154,220,0.12342857142857144,0.76,0.5389999999999999,0.163,0.843,0.732,0.29100000000000004,0.248,0.55,0.5299499999999999,1092,C
"Dania Beach, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.8,12.19,74869,0.1282,397090,0.0153,3500,175,154,220,0.12342857142857144,0.76,0.124,0.208,0.386,0.732,0.29100000000000004,0.248,0.55,0.42635,1773,D
"Margate, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.78,9.46,77527,0.0394,151592,0.0153,3500,175,154,220,0.12205714285714285,0.751,0.254,0.245,0.786,0.732,0.29100000000000004,0.248,0.55,0.47240000000000004,1547,C
"Princeton, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.77,4.31,76036,0.5399,531027,0.0153,3500,175,154,220,0.12137142857142859,0.746,0.8180000000000001,0.223,0.04400000000000004,0.732,0.29100000000000004,0.248,0.55,0.546,966,B
"Sea Ranch Lakes, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.76,12.61,76844,0.0963,236915,0.0153,3500,175,154,220,0.12068571428571429,0.74,0.10999999999999999,0.234,0.51,0.732,0.29100000000000004,0.248,0.55,0.42705000000000004,1768,D
"Coconut Creek, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.74,12.87,74359,0.0296,151592,0.0153,3500,175,154,220,0.1193142857142857,0.729,0.10399999999999998,0.203,0.845,0.732,0.29100000000000004,0.248,0.55,0.43884999999999996,1715,D
"Loxahatchee Groves, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.71,6.51,115906,0.1082,80467,0.0153,3500,175,154,220,0.11725714285714285,0.709,0.5329999999999999,0.719,0.45899999999999996,0.732,0.29100000000000004,0.248,0.55,0.52715,1118,C
"Naranja, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.68,4.87,71594,0.5362,525338,0.0153,3500,175,154,220,0.1152,0.693,0.753,0.166,0.04500000000000004,0.732,0.29100000000000004,0.248,0.55,0.5196000000000001,1169,C
"Haverhill, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.66,9.81,71797,0.117,351355,0.0153,3500,175,154,220,0.11382857142857142,0.681,0.23099999999999998,0.17,0.42800000000000005,0.732,0.29100000000000004,0.248,0.55,0.43215000000000003,1744,D
"Cloud Lake, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.65,9.41,69308,0.1162,331510,0.0153,3500,175,154,220,0.11314285714285713,0.674,0.258,0.142,0.43000000000000005,0.732,0.29100000000000004,0.248,0.55,0.43485,1734,D
"Gulf Stream, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.65,11.09,81486,0.0369,65868,0.0153,3500,175,154,220,0.11314285714285713,0.674,0.16500000000000004,0.297,0.8009999999999999,0.732,0.29100000000000004,0.248,0.55,0.44255,1697,D
"Florida City, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.64,6.03,66417,0.2429,198722,0.0153,3500,175,154,220,0.11245714285714285,0.668,0.6,0.104,0.18400000000000005,0.732,0.29100000000000004,0.248,0.55,0.48785000000000006,1434,C
"Glen Ridge, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.64,8.76,68979,0.1229,331510,0.0153,3500,175,154,220,0.11245714285714285,0.668,0.30600000000000005,0.138,0.40800000000000003,0.732,0.29100000000000004,0.248,0.55,0.44195000000000007,1702,D
"Briny Breezes, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.64,10.85,81603,0.0372,65868,0.0153,3500,175,154,220,0.11245714285714285,0.668,0.17600000000000005,0.299,0.7989999999999999,0.732,0.29100000000000004,0.248,0.55,0.44355000000000006,1692,D
"Homestead, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.61,5.75,66762,0.2537,232973,0.0153,3500,175,154,220,0.1104,0.647,0.637,0.11,0.17100000000000004,0.732,0.29100000000000004,0.248,0.55,0.4907,1414,C
"Lauderhill, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.61,8.93,72365,0.1151,486100,0.0153,3500,175,154,220,0.1104,0.647,0.29200000000000004,0.177,0.43200000000000005,0.732,0.29100000000000004,0.248,0.55,0.43810000000000004,1717,D
"Plantation, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.61,7.19,75469,,,0.0153,3500,175,154,220,0.1104,0.647,0.44699999999999995,0.217,,0.732,0.29100000000000004,0.248,0.55,,,
"Parkland, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.61,6.83,109179,0.0083,16794,0.0153,3500,175,154,220,0.1104,0.647,0.492,0.653,0.983,0.732,0.29100000000000004,0.248,0.55,0.52945,1099,C
"Lauderdale Lakes, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.61,9.11,68492,0.0384,175446,0.0153,3500,175,154,220,0.1104,0.647,0.28,0.131,0.791,0.732,0.29100000000000004,0.248,0.55,0.45135000000000003,1659,D
"Lake Clarke Shores, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.6,9.71,70471,0.0859,259810,0.0153,3500,175,154,220,0.10971428571428574,0.642,0.236,0.155,0.5509999999999999,0.732,0.29100000000000004,0.248,0.55,0.43074999999999997,1754,D
"Leisure City, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.59,5.48,69317,0.4297,462353,0.0153,3500,175,154,220,0.10902857142857143,0.635,0.673,0.142,0.06699999999999995,0.732,0.29100000000000004,0.248,0.55,0.49190000000000006,1406,C
"Wellington, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.57,8.64,118508,0.127,138042,0.0153,3500,175,154,220,0.10765714285714285,0.623,0.31299999999999994,0.743,0.391,0.732,0.29100000000000004,0.248,0.55,0.46375,1598,C
"Golf, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.55,9.6,85577,0.2342,611327,0.0153,3500,175,154,220,0.10628571428571429,0.608,0.244,0.357,0.19399999999999995,0.732,0.29100000000000004,0.248,0.55,0.4178,1820,D
"Wilton Manors, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.55,11.41,76307,0.1655,651344,0.0153,3500,175,154,220,0.10628571428571429,0.608,0.15100000000000002,0.228,0.29600000000000004,0.732,0.29100000000000004,0.248,0.55,0.39785000000000004,1893,D
"Lazy Lake, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.53,10.85,74597,0.1617,651344,0.0153,3500,175,154,220,0.10491428571428571,0.591,0.17600000000000005,0.206,0.30200000000000005,0.732,0.29100000000000004,0.248,0.55,0.39865,1891,D
"Oakland Park, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.52,12.3,74297,0.1205,481279,0.0153,3500,175,154,220,0.10422857142857143,0.581,0.12,0.202,0.41800000000000004,0.732,0.29100000000000004,0.248,0.55,0.39105000000000006,1919,D
"Fort Lauderdale, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.5,13.4,77550,0.1551,589875,0.0153,3500,175,154,220,0.10285714285714286,0.563,0.09199999999999997,0.245,0.31499999999999995,0.732,0.29100000000000004,0.248,0.55,0.37884999999999996,1963,D
"Royal Palm Beach, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.5,8.59,108671,0.0728,80467,0.0153,3500,175,154,220,0.10285714285714286,0.563,0.31799999999999995,0.647,0.609,0.732,0.29100000000000004,0.248,0.55,0.45885,1636,C
"Ocean Ridge, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.43,11.15,81916,0.0412,75413,0.0153,3500,175,154,220,0.09805714285714286,0.502,0.16300000000000003,0.303,0.775,0.732,0.29100000000000004,0.248,0.55,0.40675000000000006,1854,D
"Palm Springs, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.4,11.29,72618,0.1251,483904,0.0153,3500,175,154,220,0.09599999999999999,0.476,0.15700000000000003,0.18,0.399,0.732,0.29100000000000004,0.248,0.55,0.3754,1968,D
"Manalapan, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.39,8.15,77874,0.0954,235413,0.0153,3500,175,154,220,0.09531428571428571,0.465,0.356,0.25,0.513,0.732,0.29100000000000004,0.248,0.55,0.4222000000000001,1799,D
"Boynton Beach, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.39,10.09,82930,0.1474,301281,0.0153,3500,175,154,220,0.09531428571428571,0.465,0.21399999999999997,0.321,0.33499999999999996,0.732,0.29100000000000004,0.248,0.55,0.38844999999999996,1933,D
"Atlantis, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.34,8.74,75440,0.0766,247175,0.0153,3500,175,154,220,0.09188571428571429,0.407,0.30600000000000005,0.216,0.5920000000000001,0.732,0.29100000000000004,0.248,0.55,0.40285000000000004,1870,D
"Lake Worth Beach, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.34,8.94,87612,0.1822,475871,0.0153,3500,175,154,220,0.09188571428571429,0.407,0.29100000000000004,0.38,0.269,0.732,0.29100000000000004,0.248,0.55,0.39189999999999997,1916,D
"Greenacres, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.33,9.06,80165,0.1236,395404,0.0153,3500,175,154,220,0.0912,0.396,0.28400000000000003,0.281,0.405,0.732,0.29100000000000004,0.248,0.55,0.39015,1928,D
"Hypoluxo, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.3,10.62,75682,0.0331,75413,0.0153,3500,175,154,220,0.08914285714285715,0.363,0.18799999999999994,0.219,0.8240000000000001,0.732,0.29100000000000004,0.248,0.55,0.3822,1948,D
"Lantana, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.3,9.84,75784,0.0338,75413,0.0153,3500,175,154,220,0.08914285714285715,0.363,0.22899999999999998,0.22,0.819,0.732,0.29100000000000004,0.248,0.55,0.39020000000000005,1925,D
"South Palm Beach, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",1.25,10.92,74390,0.0373,75413,0.0153,3500,175,154,220,0.08571428571428572,0.311,0.17200000000000004,0.203,0.798,0.732,0.29100000000000004,0.248,0.55,0.3665,2005,E
"South Bay, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",,3.31,54099,,,0.0153,3500,175,154,220,,,0.903,0.02,,0.732,0.29100000000000004,0.248,0.55,,,
"Belle Glade, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",,3.01,56359,,,0.0153,3500,175,154,220,,,0.923,0.028,,0.732,0.29100000000000004,0.248,0.55,,,
"Canal Point, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",,1.96,49679,,,0.0153,3500,175,154,220,,,0.966,0.009,,0.732,0.29100000000000004,0.248,0.55,,,
"Pahokee, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",,1.93,49321,,,0.0153,3500,175,154,220,,,0.967,0.008,,0.732,0.29100000000000004,0.248,0.55,,,
"Key Biscayne, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",,,158566,,,0.0153,3500,175,154,220,,,,0.944,,0.732,0.29100000000000004,0.248,0.55,,,
"Lake Harbor, FL",FL,"Miami-Fort Lauderdale-West Palm Beach, FL",,,120935,,,0.0153,3500,175,154,220,,,,0.76,,0.732,0.29100000000000004,0.248,0.55,,,
"Franklin, WI",WI,"Milwaukee-Waukesha, WI",1.69,6.45,107182,0.1106,59640,0.0257,3400,85,83,118,0.23858823529411766,0.699,0.54,0.629,0.44899999999999995,0.237,0.41300000000000003,0.776,0.135,0.5215,1161,C
"Muskego, WI",WI,"Milwaukee-Waukesha, WI",1.65,8.12,115530,0.1255,59640,0.0257,3400,85,83,118,0.2329411764705882,0.674,0.359,0.715,0.396,0.237,0.41300000000000003,0.776,0.135,0.48195,1478,C
"Dousman, WI",WI,"Milwaukee-Waukesha, WI",1.57,18.84,126368,0.0437,16005,0.0257,3400,85,83,118,0.22164705882352942,0.623,0.03200000000000003,0.803,0.761,0.237,0.41300000000000003,0.776,0.135,0.429,1762,D
"Summit, WI",WI,"Milwaukee-Waukesha, WI",1.48,14.16,119604,0.0274,16005,0.0257,3400,85,83,118,0.2089411764705882,0.549,0.07499999999999996,0.75,0.861,0.237,0.41300000000000003,0.776,0.135,0.42515000000000003,1783,D
"Delafield, WI",WI,"Milwaukee-Waukesha, WI",1.47,15.87,128976,0.0246,16005,0.0257,3400,85,83,118,0.20752941176470588,0.541,0.05500000000000005,0.825,0.879,0.237,0.41300000000000003,0.776,0.135,0.4242,1789,D
