Market,ST,MSA,CC Rate,SF/Cap,Med HHI,Sup Gr%,SF Dev,Tax,Crime,Ind Basis,Exit CO,Exit Stab,Yld/Basis,Sc:Rate,Sc:Sat,Sc:HHI,Sc:Grw,Sc:Tax,Sc:Crm,Sc:Bas,Sc:Exit,Score,Rank,Tier
"Bannockburn, IL",IL,"Chicago-Naperville-Elgin, IL-IN",1.1,7.42,170689,0.1117,102492,0.04,3100,105,167,239,0.12571428571428572,0.169,0.42700000000000005,0.968,0.44499999999999995,0.06499999999999995,0.603,0.6799999999999999,0.612,0.4543,1651,D
"Vernon Hills, IL",IL,"Chicago-Naperville-Elgin, IL-IN",1.1,6.35,149551,0.0273,25350,0.04,3100,105,167,239,0.12571428571428572,0.169,0.5529999999999999,0.918,0.862,0.06499999999999995,0.603,0.6799999999999999,0.612,0.49784999999999996,1347,C
"Hazel Crest, IL",IL,"Chicago-Naperville-Elgin, IL-IN",1.1,7.4,83327,0.0095,14281,0.04,3100,105,167,239,0.12571428571428572,0.169,0.42900000000000005,0.327,0.977,0.06499999999999995,0.603,0.6799999999999999,0.612,0.44925000000000004,1668,D
"North Chicago, IL",IL,"Chicago-Naperville-Elgin, IL-IN",1.1,6.29,91938,,,0.04,3100,105,167,239,0.12571428571428572,0.169,0.563,0.443,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Cedar Lake, IN",IN,"Chicago-Naperville-Elgin, IL-IN",1.1,7.9,100940,,,0.04,3100,105,167,239,0.12571428571428572,0.169,0.377,0.561,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Country Club Hills, IL",IL,"Chicago-Naperville-Elgin, IL-IN",1.09,6.33,90414,0.0109,14281,0.04,3100,105,167,239,0.12457142857142858,0.161,0.5569999999999999,0.424,0.967,0.06499999999999995,0.603,0.6799999999999999,0.612,0.47759999999999997,1513,C
"Riverwoods, IL",IL,"Chicago-Naperville-Elgin, IL-IN",1.09,6.63,144971,0.0766,102492,0.04,3100,105,167,239,0.12457142857142858,0.161,0.518,0.903,0.5920000000000001,0.06499999999999995,0.603,0.6799999999999999,0.612,0.4749999999999999,1528,C
"Mundelein, IL",IL,"Chicago-Naperville-Elgin, IL-IN",1.08,5.57,141825,0.3302,199631,0.04,3100,105,167,239,0.12342857142857144,0.151,0.6619999999999999,0.891,0.10899999999999999,0.06499999999999995,0.603,0.6799999999999999,0.612,0.4770499999999999,1517,C
"Glenwood, IL",IL,"Chicago-Naperville-Elgin, IL-IN",1.08,8.5,81024,0.0524,79881,0.04,3100,105,167,239,0.12342857142857144,0.151,0.32599999999999996,0.292,0.716,0.06499999999999995,0.603,0.6799999999999999,0.612,0.41025,1841,D
"Wood Dale, IL",IL,"Chicago-Naperville-Elgin, IL-IN",1.08,7.81,98165,0.0461,66400,0.04,3100,105,167,239,0.12342857142857144,0.151,0.388,0.523,0.749,0.06499999999999995,0.603,0.6799999999999999,0.612,0.43585,1728,D
"Lincolnshire, IL",IL,"Chicago-Naperville-Elgin, IL-IN",1.08,7.7,146635,0.0777,102492,0.04,3100,105,167,239,0.12342857142857144,0.151,0.399,0.909,0.5860000000000001,0.06499999999999995,0.603,0.6799999999999999,0.612,0.44919999999999993,1669,D
"Orland Park, IL",IL,"Chicago-Naperville-Elgin, IL-IN",1.07,2.73,110881,,,0.04,3100,105,167,239,0.12228571428571429,0.144,0.937,0.672,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Whiting, IN",IN,"Chicago-Naperville-Elgin, IL-IN",1.07,1.42,53610,,,0.04,3100,105,167,239,0.12228571428571429,0.144,0.979,0.018,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Aurora, IL",IL,"Chicago-Naperville-Elgin, IL-IN",1.06,5.78,99534,0.0427,58560,0.04,3100,105,167,239,0.12114285714285715,0.137,0.633,0.543,0.767,0.06499999999999995,0.603,0.6799999999999999,0.612,0.48395000000000005,1461,C
"Mettawa, IL",IL,"Chicago-Naperville-Elgin, IL-IN",1.05,11.52,157289,0.0843,127842,0.04,3100,105,167,239,0.12000000000000001,0.127,0.14700000000000002,0.941,0.5589999999999999,0.06499999999999995,0.603,0.6799999999999999,0.612,0.39425,1907,D
"Bartlett, IL",IL,"Chicago-Naperville-Elgin, IL-IN",1.05,5.27,113012,0.0887,99240,0.04,3100,105,167,239,0.12000000000000001,0.127,0.7,0.694,0.538,0.06499999999999995,0.603,0.6799999999999999,0.612,0.49144999999999994,1411,C
"Orland Hills, IL",IL,"Chicago-Naperville-Elgin, IL-IN",1.05,4.48,113718,,,0.04,3100,105,167,239,0.12000000000000001,0.127,0.798,0.699,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Sleepy Hollow, IL",IL,"Chicago-Naperville-Elgin, IL-IN",1.05,4.33,98411,0.0197,13389,0.04,3100,105,167,239,0.12000000000000001,0.127,0.815,0.527,0.911,0.06499999999999995,0.603,0.6799999999999999,0.612,0.5247499999999999,1136,C
"Homer Glen, IL",IL,"Chicago-Naperville-Elgin, IL-IN",1.05,3.71,125068,0.2334,88201,0.04,3100,105,167,239,0.12000000000000001,0.127,0.874,0.792,0.19499999999999995,0.06499999999999995,0.603,0.6799999999999999,0.612,0.514,1224,C
"Libertyville, IL",IL,"Chicago-Naperville-Elgin, IL-IN",1.04,8.26,133255,0.1959,199631,0.04,3100,105,167,239,0.11885714285714286,0.116,0.346,0.848,0.238,0.06499999999999995,0.603,0.6799999999999999,0.612,0.41114999999999996,1836,D
"Indian Creek, IL",IL,"Chicago-Naperville-Elgin, IL-IN",1.04,6.98,151239,0.0264,25350,0.04,3100,105,167,239,0.11885714285714286,0.116,0.471,0.924,0.869,0.06499999999999995,0.603,0.6799999999999999,0.612,0.4715,1549,C
"Matteson, IL",IL,"Chicago-Naperville-Elgin, IL-IN",1.03,4.17,95066,,,0.04,3100,105,167,239,0.11771428571428572,0.111,0.832,0.482,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"East Dundee, IL",IL,"Chicago-Naperville-Elgin, IL-IN",1.03,4.97,98838,0.018,13389,0.04,3100,105,167,239,0.11771428571428572,0.111,0.739,0.534,0.923,0.06499999999999995,0.603,0.6799999999999999,0.612,0.5073,1279,C
"Waukegan, IL",IL,"Chicago-Naperville-Elgin, IL-IN",1.02,6.33,82925,,,0.04,3100,105,167,239,0.11657142857142858,0.104,0.5569999999999999,0.32,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Batavia, IL",IL,"Chicago-Naperville-Elgin, IL-IN",1.02,7.92,125356,0.046,43769,0.04,3100,105,167,239,0.11657142857142858,0.104,0.376,0.796,0.75,0.06499999999999995,0.603,0.6799999999999999,0.612,0.43775,1719,D
"Carpentersville, IL",IL,"Chicago-Naperville-Elgin, IL-IN",1.02,6.26,108694,0.0193,13389,0.04,3100,105,167,239,0.11657142857142858,0.104,0.5680000000000001,0.648,0.914,0.06499999999999995,0.603,0.6799999999999999,0.612,0.47695,1518,C
"West Dundee, IL",IL,"Chicago-Naperville-Elgin, IL-IN",1.02,5.03,97244,0.0166,13389,0.04,3100,105,167,239,0.11657142857142858,0.104,0.733,0.512,0.9319999999999999,0.06499999999999995,0.603,0.6799999999999999,0.612,0.5040499999999999,1298,C
"Olympia Fields, IL",IL,"Chicago-Naperville-Elgin, IL-IN",1.01,7.18,82417,0.0117,14281,0.04,3100,105,167,239,0.11542857142857144,0.097,0.44799999999999995,0.311,0.963,0.06499999999999995,0.603,0.6799999999999999,0.612,0.43715,1723,D
"Beach Park, IL",IL,"Chicago-Naperville-Elgin, IL-IN",1.01,6.34,79315,,,0.04,3100,105,167,239,0.11542857142857144,0.097,0.5549999999999999,0.269,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Montgomery, IL",IL,"Chicago-Naperville-Elgin, IL-IN",1.01,5.3,95264,0.0532,58560,0.04,3100,105,167,239,0.11542857142857144,0.097,0.6970000000000001,0.485,0.7130000000000001,0.06499999999999995,0.603,0.6799999999999999,0.612,0.48314999999999997,1471,C
"Lake Forest, IL",IL,"Chicago-Naperville-Elgin, IL-IN",1,7.65,163967,0.1815,102492,0.04,3100,105,167,239,0.11428571428571428,0.089,0.403,0.955,0.271,0.06499999999999995,0.603,0.6799999999999999,0.612,0.42414999999999997,1791,D
"Park Forest, IL",IL,"Chicago-Naperville-Elgin, IL-IN",0.99,7.55,82581,,,0.04,3100,105,167,239,0.11314285714285713,0.084,0.41300000000000003,0.315,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Elgin, IL",IL,"Chicago-Naperville-Elgin, IL-IN",0.99,6.34,101144,0.0251,27670,0.04,3100,105,167,239,0.11314285714285713,0.084,0.5549999999999999,0.564,0.877,0.06499999999999995,0.603,0.6799999999999999,0.612,0.4643,1593,C
"Lake Bluff, IL",IL,"Chicago-Naperville-Elgin, IL-IN",0.99,6.87,139167,,,0.04,3100,105,167,239,0.11314285714285713,0.084,0.488,0.881,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Chicago Heights, IL",IL,"Chicago-Naperville-Elgin, IL-IN",0.99,6.93,79445,0.0133,14281,0.04,3100,105,167,239,0.11314285714285713,0.084,0.478,0.27,0.953,0.06499999999999995,0.603,0.6799999999999999,0.612,0.4379999999999999,1718,D
"Winthrop Harbor, IL",IL,"Chicago-Naperville-Elgin, IL-IN",0.99,5.7,82085,,,0.04,3100,105,167,239,0.11314285714285713,0.084,0.644,0.308,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Ford Heights, IL",IL,"Chicago-Naperville-Elgin, IL-IN",0.98,7.5,81683,0.0268,28306,0.04,3100,105,167,239,0.112,0.078,0.41900000000000004,0.301,0.865,0.06499999999999995,0.603,0.6799999999999999,0.612,0.42214999999999997,1800,D
"Wayne, IL",IL,"Chicago-Naperville-Elgin, IL-IN",0.98,7.97,128637,0.0152,14281,0.04,3100,105,167,239,0.112,0.078,0.373,0.822,0.942,0.06499999999999995,0.603,0.6799999999999999,0.612,0.44284999999999997,1696,D
"Hobart, IN",IN,"Chicago-Naperville-Elgin, IL-IN",0.98,8.98,66743,,,0.04,3100,105,167,239,0.112,0.078,0.28800000000000003,0.109,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Zion, IL",IL,"Chicago-Naperville-Elgin, IL-IN",0.97,6.15,82743,,,0.04,3100,105,167,239,0.11085714285714286,0.073,0.585,0.317,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"North Aurora, IL",IL,"Chicago-Naperville-Elgin, IL-IN",0.96,4.82,105121,0.0502,43769,0.04,3100,105,167,239,0.10971428571428571,0.066,0.76,0.607,0.73,0.06499999999999995,0.603,0.6799999999999999,0.612,0.4965,1358,C
"South Elgin, IL",IL,"Chicago-Naperville-Elgin, IL-IN",0.96,4.45,110480,0.0184,14281,0.04,3100,105,167,239,0.10971428571428571,0.066,0.8009999999999999,0.667,0.92,0.06499999999999995,0.603,0.6799999999999999,0.612,0.5172,1191,C
"South Chicago Heights, IL",IL,"Chicago-Naperville-Elgin, IL-IN",0.95,7.55,74045,,,0.04,3100,105,167,239,0.10857142857142855,0.063,0.41300000000000003,0.199,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Steger, IL",IL,"Chicago-Naperville-Elgin, IL-IN",0.95,8.45,69700,,,0.04,3100,105,167,239,0.10857142857142855,0.063,0.32999999999999996,0.145,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Richton Park, IL",IL,"Chicago-Naperville-Elgin, IL-IN",0.94,5.21,85673,,,0.04,3100,105,167,239,0.10742857142857143,0.058,0.71,0.357,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"University Park, IL",IL,"Chicago-Naperville-Elgin, IL-IN",0.94,9.33,71256,,,0.04,3100,105,167,239,0.10742857142857143,0.058,0.264,0.163,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Geneva, IL",IL,"Chicago-Naperville-Elgin, IL-IN",0.93,6.15,136787,,,0.04,3100,105,167,239,0.10628571428571429,0.053,0.585,0.87,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"St. Charles, IL",IL,"Chicago-Naperville-Elgin, IL-IN",0.93,6.33,140922,0.0217,14281,0.04,3100,105,167,239,0.10628571428571429,0.053,0.5569999999999999,0.888,0.897,0.06499999999999995,0.603,0.6799999999999999,0.612,0.4757,1523,C
"Crete, IL",IL,"Chicago-Naperville-Elgin, IL-IN",0.89,8.37,66992,,,0.04,3100,105,167,239,0.10171428571428572,0.04,0.33699999999999997,0.112,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Kaneville, IL",IL,"Chicago-Naperville-Elgin, IL-IN",,27.38,146881,0.3797,81810,0.04,3100,105,167,239,,,0.009000000000000008,0.91,0.08499999999999996,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Burlington, IL",IL,"Chicago-Naperville-Elgin, IL-IN",,26.55,102289,,,0.04,3100,105,167,239,,,0.009000000000000008,0.579,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Big Rock, IL",IL,"Chicago-Naperville-Elgin, IL-IN",,23.47,102308,,,0.04,3100,105,167,239,,,0.017000000000000015,0.58,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Peotone, IL",IL,"Chicago-Naperville-Elgin, IL-IN",,19.22,92400,,,0.04,3100,105,167,239,,,0.030000000000000027,0.449,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Hampshire, IL",IL,"Chicago-Naperville-Elgin, IL-IN",,18.86,101598,0.2091,75112,0.04,3100,105,167,239,,,0.03200000000000003,0.57,0.22199999999999998,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Genoa, IL",IL,"Chicago-Naperville-Elgin, IL-IN",,17.76,94075,,,0.04,3100,105,167,239,,,0.038000000000000034,0.47,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Kingston, IL",IL,"Chicago-Naperville-Elgin, IL-IN",,16.55,92102,,,0.04,3100,105,167,239,,,0.04800000000000004,0.445,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Hebron, IL",IL,"Chicago-Naperville-Elgin, IL-IN",,16.13,90781,,,0.04,3100,105,167,239,,,0.05300000000000005,0.429,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Carbon Hill, IL",IL,"Chicago-Naperville-Elgin, IL-IN",,14.83,88949,,,0.04,3100,105,167,239,,,0.06499999999999995,0.403,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Morris, IL",IL,"Chicago-Naperville-Elgin, IL-IN",,14.01,90633,,,0.04,3100,105,167,239,,,0.07899999999999996,0.427,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"South Wilmington, IL",IL,"Chicago-Naperville-Elgin, IL-IN",,13.66,83745,,,0.04,3100,105,167,239,,,0.08499999999999996,0.332,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Coal City, IL",IL,"Chicago-Naperville-Elgin, IL-IN",,12.94,85745,,,0.04,3100,105,167,239,,,0.10299999999999998,0.358,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Braidwood, IL",IL,"Chicago-Naperville-Elgin, IL-IN",,12.57,80698,,,0.04,3100,105,167,239,,,0.11199999999999999,0.287,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Diamond, IL",IL,"Chicago-Naperville-Elgin, IL-IN",,12.38,85985,,,0.04,3100,105,167,239,,,0.118,0.361,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Maple Park, IL",IL,"Chicago-Naperville-Elgin, IL-IN",,12.33,107583,,,0.04,3100,105,167,239,,,0.119,0.633,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Wilmington, IL",IL,"Chicago-Naperville-Elgin, IL-IN",,11.23,82042,,,0.04,3100,105,167,239,,,0.16000000000000003,0.306,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Hinckley, IL",IL,"Chicago-Naperville-Elgin, IL-IN",,9.73,92548,,,0.04,3100,105,167,239,,,0.235,0.45,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Kirkland, IL",IL,"Chicago-Naperville-Elgin, IL-IN",,9.72,89768,,,0.04,3100,105,167,239,,,0.235,0.414,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Braceville, IL",IL,"Chicago-Naperville-Elgin, IL-IN",,8.94,84502,,,0.04,3100,105,167,239,,,0.29100000000000004,0.341,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Godley, IL",IL,"Chicago-Naperville-Elgin, IL-IN",,8.56,84017,,,0.04,3100,105,167,239,,,0.32099999999999995,0.336,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Gardner, IL",IL,"Chicago-Naperville-Elgin, IL-IN",,8.49,82530,,,0.04,3100,105,167,239,,,0.32699999999999996,0.314,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Waterman, IL",IL,"Chicago-Naperville-Elgin, IL-IN",,6.74,90447,,,0.04,3100,105,167,239,,,0.502,0.424,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Beecher, IL",IL,"Chicago-Naperville-Elgin, IL-IN",,6.22,93563,,,0.04,3100,105,167,239,,,0.575,0.464,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Yorkville, IL",IL,"Chicago-Naperville-Elgin, IL-IN",,5.25,119914,,,0.04,3100,105,167,239,,,0.704,0.753,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Newark, IL",IL,"Chicago-Naperville-Elgin, IL-IN",,4.18,101212,,,0.04,3100,105,167,239,,,0.831,0.565,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Virgil, IL",IL,"Chicago-Naperville-Elgin, IL-IN",,2.74,130659,,,0.04,3100,105,167,239,,,0.937,0.839,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Monee, IL",IL,"Chicago-Naperville-Elgin, IL-IN",,2.71,85105,,,0.04,3100,105,167,239,,,0.938,0.351,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Elwood, IL",IL,"Chicago-Naperville-Elgin, IL-IN",,2.24,102023,,,0.04,3100,105,167,239,,,0.957,0.576,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Sugar Grove, IL",IL,"Chicago-Naperville-Elgin, IL-IN",,1.53,109937,,,0.04,3100,105,167,239,,,0.977,0.662,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Malta, IL",IL,"Chicago-Naperville-Elgin, IL-IN",,0.88,45039,,,0.04,3100,105,167,239,,,0.99,0.003,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Shabbona, IL",IL,"Chicago-Naperville-Elgin, IL-IN",,0.78,94816,,,0.04,3100,105,167,239,,,0.992,0.48,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Mazon, IL",IL,"Chicago-Naperville-Elgin, IL-IN",,,90561,,,0.04,3100,105,167,239,,,,0.426,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Verona, IL",IL,"Chicago-Naperville-Elgin, IL-IN",,,89826,,,0.04,3100,105,167,239,,,,0.416,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Kinsman, IL",IL,"Chicago-Naperville-Elgin, IL-IN",,,83840,,,0.04,3100,105,167,239,,,,0.333,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Morocco, IN",IN,"Chicago-Naperville-Elgin, IL-IN",,38.7,75091,,,0.04,3100,105,167,239,,,0.0020000000000000018,0.211,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Kentland, IN",IN,"Chicago-Naperville-Elgin, IL-IN",,22.55,63507,,,0.04,3100,105,167,239,,,0.020000000000000018,0.077,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Shelby, IN",IN,"Chicago-Naperville-Elgin, IL-IN",,13.64,80860,,,0.04,3100,105,167,239,,,0.08599999999999997,0.289,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Roselawn, IN",IN,"Chicago-Naperville-Elgin, IL-IN",,12.04,77999,,,0.04,3100,105,167,239,,,0.127,0.252,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Portage, IN",IN,"Chicago-Naperville-Elgin, IL-IN",,10.67,77936,0.0165,14017,0.04,3100,105,167,239,,,0.18500000000000005,0.251,0.9339999999999999,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Kouts, IN",IN,"Chicago-Naperville-Elgin, IL-IN",,9.41,90182,,,0.04,3100,105,167,239,,,0.258,0.421,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Ogden Dunes, IN",IN,"Chicago-Naperville-Elgin, IL-IN",,8.62,76663,0.0302,14017,0.04,3100,105,167,239,,,0.31499999999999995,0.232,0.84,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Lake Station, IN",IN,"Chicago-Naperville-Elgin, IL-IN",,6.25,70710,,,0.04,3100,105,167,239,,,0.5700000000000001,0.157,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Wheeler, IN",IN,"Chicago-Naperville-Elgin, IL-IN",,5.61,87926,,,0.04,3100,105,167,239,,,0.655,0.385,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Lowell, IN",IN,"Chicago-Naperville-Elgin, IL-IN",,5.57,97620,,,0.04,3100,105,167,239,,,0.6619999999999999,0.516,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Hebron, IN",IN,"Chicago-Naperville-Elgin, IL-IN",,5.37,95573,,,0.04,3100,105,167,239,,,0.688,0.489,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"New Chicago, IN",IN,"Chicago-Naperville-Elgin, IL-IN",,5.19,60000,,,0.04,3100,105,167,239,,,0.7130000000000001,0.05,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Wheatfield, IN",IN,"Chicago-Naperville-Elgin, IL-IN",,3.61,85085,,,0.04,3100,105,167,239,,,0.881,0.35,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Gary, IN",IN,"Chicago-Naperville-Elgin, IL-IN",,3.6,43136,,,0.04,3100,105,167,239,,,0.882,0.002,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Remington, IN",IN,"Chicago-Naperville-Elgin, IL-IN",,3.01,73482,,,0.04,3100,105,167,239,,,0.923,0.192,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
"Goodland, IN",IN,"Chicago-Naperville-Elgin, IL-IN",,2.35,61033,,,0.04,3100,105,167,239,,,0.952,0.058,,0.06499999999999995,0.603,0.6799999999999999,0.612,,,
