Market,ST,MSA,Tier,Score,Rank,lat,lng
"Elm Grove, WI",WI,"Milwaukee-Waukesha, WI",D,0.4044999999999999,1864.0,43.0389,-87.90647
"Port Washington, WI",WI,"Milwaukee-Waukesha, WI",,,,43.0389,-87.90647
"Shorewood, WI",WI,"Milwaukee-Waukesha, WI",,,,43.0389,-87.90647
"Saukville, WI",WI,"Milwaukee-Waukesha, WI",,,,43.0389,-87.90647
"River Hills, WI",WI,"Milwaukee-Waukesha, WI",,,,43.0389,-87.90647
"Butler, WI",WI,"Milwaukee-Waukesha, WI",,,,43.0389,-87.90647
"Belgium, WI",WI,"Milwaukee-Waukesha, WI",,,,43.0389,-87.90647
"Whitefish Bay, WI",WI,"Milwaukee-Waukesha, WI",,,,43.0389,-87.90647
"Grafton, WI",WI,"Milwaukee-Waukesha, WI",,,,43.0389,-87.90647
"Lisbon, WI",WI,"Milwaukee-Waukesha, WI",,,,43.0389,-87.90647
"Glendale, WI",WI,"Milwaukee-Waukesha, WI",,,,43.0389,-87.90647
"Fredonia, WI",WI,"Milwaukee-Waukesha, WI",,,,43.0389,-87.90647
"Waubeka, WI",WI,"Milwaukee-Waukesha, WI",,,,43.0389,-87.90647
"Cedarburg, WI",WI,"Milwaukee-Waukesha, WI",,,,43.0389,-87.90647
"Eagle, WI",WI,"Milwaukee-Waukesha, WI",,,,43.0389,-87.90647
"North Prairie, WI",WI,"Milwaukee-Waukesha, WI",,,,43.0389,-87.90647
"Slinger, WI",WI,"Milwaukee-Waukesha, WI",,,,43.0389,-87.90647
"Big Bend, WI",WI,"Milwaukee-Waukesha, WI",,,,43.0389,-87.90647
"Hartford, WI",WI,"Milwaukee-Waukesha, WI",,,,43.0389,-87.90647
"Kewaskum, WI",WI,"Milwaukee-Waukesha, WI",,,,43.0389,-87.90647
"Allenton, WI",WI,"Milwaukee-Waukesha, WI",,,,43.0389,-87.90647
"Newburg, WI",WI,"Milwaukee-Waukesha, WI",,,,43.0389,-87.90647
"Monticello, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Big Lake, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Victoria, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Greenwood, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Chaska, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.78941,-93.60218
"Shakopee, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.79802,-93.5269
"Shorewood, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Excelsior, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Carver, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Chanhassen, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.86219,-93.53079
"Spring Park, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Maple Plain, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",D,0.4471499999999999,1678.0,44.97997,-93.26384
"Orono, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Minnetonka Beach, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Woodbury, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.92386,-92.95938
"Minnetrista, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Mound, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"St. Bonifacius, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Hanover, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"St. Michael, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",C,0.5160999999999999,1203.0,44.97997,-93.26384
"Cottage Grove, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.82774,-92.94382
"Dellwood, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"White Bear Lake, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,45.08469,-93.00994
"Oakdale, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.96302,-92.96494
"Hopkins, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.92496,-93.46273
"Hastings, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.7433,-92.85243
"Independence, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Willernie, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Prescott, WI",WI,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.3,-90.1
"North St. Paul, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Loretto, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",D,0.4352999999999999,1732.0,44.97997,-93.26384
"Edina, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.88969,-93.34995
"Mahtomedi, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Eden Prairie, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.85469,-93.47079
"Vadnais Heights, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Mendota, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Osseo, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",C,0.5132,1234.0,44.97997,-93.26384
"Richfield, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.8833,-93.283
"St. Paul Park, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Farmington, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.64024,-93.14355
"Minnetonka, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.9133,-93.50329
"Wayzata, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Medicine Lake, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Falcon Heights, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Minneapolis, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Newport, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Andover, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,45.2333,-93.29134
"Elk River, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",C,0.4610499999999999,1619.0,45.30385,-93.56718
"Golden Valley, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,45.00969,-93.34912
"Medina, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",C,0.4833999999999999,1467.0,44.97997,-93.26384
"Lake Elmo, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"New Prague, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Heidelberg, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Roseville, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,45.00608,-93.15661
"Little Canada, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"North Oaks, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",B,0.5726500000000001,773.0,44.97997,-93.26384
"Shoreview, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,45.07913,-93.14717
"Hugo, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",B,0.5698500000000001,797.0,44.97997,-93.26384
"Coon Rapids, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",C,0.5304999999999999,1086.0,45.11997,-93.28773
"Lilydale, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",C,0.4972999999999999,1351.0,44.97997,-93.26384
"Corcoran, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",B,0.5658000000000001,817.0,44.97997,-93.26384
"Inver Grove Heights, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.84802,-93.04272
"Lauderdale, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"St. Louis Park, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"New Brighton, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",C,0.4861999999999999,1446.0,45.06552,-93.20189
"Apple Valley, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.73191,-93.21772
"Pine Springs, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"St. Paul, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",B,0.5508000000000001,929.0,44.97997,-93.26384
"Lino Lakes, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",B,0.574,762.0,45.16024,-93.08883
"Burnsville, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.76774,-93.27772
"Long Lake, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Rosemount, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.73941,-93.12577
"Mendota Heights, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",C,0.49125,1413.0,44.97997,-93.26384
"Sunfish Lake, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Anoka, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,45.19774,-93.38718
"New Hope, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,45.03802,-93.38662
"Hilltop, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Bloomington, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.8408,-93.29828
"Lakeland Shores, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Lakeland, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Plymouth, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,45.01052,-93.45551
"Crystal, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,45.03274,-93.36023
"Savage, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.77913,-93.33634
"Hudson, WI",WI,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.3,-90.1
"West St. Paul, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",C,0.5244000000000001,1139.0,44.97997,-93.26384
"Maple Grove, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",C,0.5016,1313.0,45.07246,-93.45579
"Ham Lake, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,45.25024,-93.24995
"Brooklyn Park, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,45.09413,-93.35634
"Rogers, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",E,0.3666,2003.0,44.97997,-93.26384
"Champlin, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,45.18885,-93.39745
"St. Anthony, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Arden Hills, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",C,0.5107,1252.0,44.97997,-93.26384
"Centerville, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",C,0.4946,1374.0,44.97997,-93.26384
"Brooklyn Center, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,45.07608,-93.33273
"Fridley, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",C,0.5156,1205.0,45.08608,-93.26328
"Columbia Heights, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,45.0408,-93.263
"Maplewood, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",C,0.5238499999999999,1147.0,44.95302,-92.99522
"Robbinsdale, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Lakeville, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.64969,-93.24272
"South St. Paul, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",C,0.4813,1483.0,44.97997,-93.26384
"Eagan, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.80413,-93.16689
"Mounds View, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",C,0.4713,1551.0,44.97997,-93.26384
"Spring Lake Park, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",C,0.4643499999999999,1592.0,44.97997,-93.26384
"Blaine, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",C,0.4866,1441.0,45.1608,-93.23495
"Prior Lake, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.7133,-93.42273
"Circle Pines, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",C,0.49945,1332.0,44.97997,-93.26384
"Hager City, WI",WI,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.3,-90.1
"Bock, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Pease, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Foreston, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Milaca, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Dayton, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",E,0.3328,2102.0,44.97997,-93.26384
"Ramsey, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",E,0.3397,2085.0,45.2611,-93.45
"Annandale, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Albertville, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",D,0.37965,1958.0,44.97997,-93.26384
"Otsego, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",D,0.37285,1976.0,45.27413,-93.59135
"Afton, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"St. Marys Point, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Lake St. Croix Beach, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Bayport, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Elko New Market, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Stillwater, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,45.05636,-92.80604
"Oak Park Heights, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Houlton, WI",WI,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.3,-90.1
"Scandia, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Marine on St. Croix, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Cologne, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Montrose, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Nowthen, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Waconia, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Rockford, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Delano, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Isle, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Wahkon, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Becker, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Onamia, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Maple Lake, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Columbus, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Harris, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Taylors Falls, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Clearwater, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Clear Lake, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Princeton, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Elysian, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Stacy, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Forest Lake, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,45.27886,-92.98522
"Wyoming, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"North Branch, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Kasota, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"New Germany, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Le Sueur, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Buffalo, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,45.17191,-93.87469
"Center City, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"East Bethel, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Howard Lake, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Lindstrom, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Montgomery, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Waterville, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Rush City, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"New Trier, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Cambridge, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Bethel, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Cokato, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Isanti, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Mayer, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Chisago City, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Hamburg, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Shafer, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Randolph, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Stanchfield, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Watertown, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Zimmerman, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Braham, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Oak Grove, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Waverly, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Jordan, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Le Center, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Belle Plaine, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Norwood Young America, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Vermillion, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Hampton, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Kilkenny, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Cleveland, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Silver Creek, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"New Richmond, WI",WI,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.3,-90.1
"Wilson, WI",WI,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.3,-90.1
"Bay City, WI",WI,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.3,-90.1
"Hammond, WI",WI,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.3,-90.1
"Baldwin, WI",WI,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.3,-90.1
"Elmwood, WI",WI,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.3,-90.1
"Woodville, WI",WI,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.3,-90.1
"Roberts, WI",WI,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.3,-90.1
"Ellsworth, WI",WI,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.3,-90.1
"Spring Valley, WI",WI,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.3,-90.1
"Somerset, WI",WI,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.3,-90.1
"River Falls, WI",WI,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.86136,-92.62381
"Deer Park, WI",WI,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.3,-90.1
"Maiden Rock, WI",WI,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.3,-90.1
"Emerald, WI",WI,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.3,-90.1
"Glenwood City, WI",WI,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.3,-90.1
"Plum City, WI",WI,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.3,-90.1
"St. Augusta, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"St. Francis, MN",MN,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,44.97997,-93.26384
"Pegram, TN",TN,"Nashville-Davidson-Murfreesboro-Franklin, TN",,,,36.16589,-86.78444
"Kingston Springs, TN",TN,"Nashville-Davidson-Murfreesboro-Franklin, TN",,,,36.16589,-86.78444
"Belle Meade, TN",TN,"Nashville-Davidson-Murfreesboro-Franklin, TN",B,0.5529,905.0,36.16589,-86.78444
"Forest Hills, TN",TN,"Nashville-Davidson-Murfreesboro-Franklin, TN",A,0.61675,485.0,36.16589,-86.78444
"Fairview, TN",TN,"Nashville-Davidson-Murfreesboro-Franklin, TN",,,,36.16589,-86.78444
"Oak Hill, TN",TN,"Nashville-Davidson-Murfreesboro-Franklin, TN",,,,36.16589,-86.78444
"White Bluff, TN",TN,"Nashville-Davidson-Murfreesboro-Franklin, TN",B,0.5644,823.0,36.16589,-86.78444
"Lebanon, TN",TN,"Nashville-Davidson-Murfreesboro-Franklin, TN",,,,36.20811,-86.2911
"Berry Hill, TN",TN,"Nashville-Davidson-Murfreesboro-Franklin, TN",,,,36.16589,-86.78444
"Mount Juliet, TN",TN,"Nashville-Davidson-Murfreesboro-Franklin, TN",B,0.54695,961.0,36.20005,-86.51861
"Nashville, TN",TN,"Nashville-Davidson-Murfreesboro-Franklin, TN",C,0.48645,1444.0,36.16589,-86.78444
"Brentwood, TN",TN,"Nashville-Davidson-Murfreesboro-Franklin, TN",,,,36.03312,-86.78278
"Franklin, TN",TN,"Nashville-Davidson-Murfreesboro-Franklin, TN",C,0.4576,1642.0,35.92506,-86.86889
"Columbia, TN",TN,"Nashville-Davidson-Murfreesboro-Franklin, TN",D,0.42995,1759.0,35.61507,-87.03528
"Dickson, TN",TN,"Nashville-Davidson-Murfreesboro-Franklin, TN",D,0.4040500000000001,1866.0,36.077,-87.38779
"Burns, TN",TN,"Nashville-Davidson-Murfreesboro-Franklin, TN",D,0.3942,1908.0,36.16589,-86.78444
"Spring Hill, TN",TN,"Nashville-Davidson-Murfreesboro-Franklin, TN",D,0.4252499999999999,1782.0,35.75118,-86.93
"Ashland City, TN",TN,"Nashville-Davidson-Murfreesboro-Franklin, TN",,,,36.16589,-86.78444
"Thompson's Station, TN",TN,"Nashville-Davidson-Murfreesboro-Franklin, TN",D,0.42,1807.0,36.16589,-86.78444
"Gordonsville, TN",TN,"Nashville-Davidson-Murfreesboro-Franklin, TN",,,,36.16589,-86.78444
"Nolensville, TN",TN,"Nashville-Davidson-Murfreesboro-Franklin, TN",,,,36.16589,-86.78444
"Coopertown, TN",TN,"Nashville-Davidson-Murfreesboro-Franklin, TN",,,,36.16589,-86.78444
"South Carthage, TN",TN,"Nashville-Davidson-Murfreesboro-Franklin, TN",,,,36.16589,-86.78444
"Springfield, TN",TN,"Nashville-Davidson-Murfreesboro-Franklin, TN",,,,36.50921,-86.885
"Carthage, TN",TN,"Nashville-Davidson-Murfreesboro-Franklin, TN",,,,36.16589,-86.78444
"Murfreesboro, TN",TN,"Nashville-Davidson-Murfreesboro-Franklin, TN",E,0.35425,2042.0,35.84562,-86.39027
"Gallatin, TN",TN,"Nashville-Davidson-Murfreesboro-Franklin, TN",E,0.3351,2093.0,36.38838,-86.44666
"Hendersonville, TN",TN,"Nashville-Davidson-Murfreesboro-Franklin, TN",E,0.36515,2009.0,36.30477,-86.62
"La Vergne, TN",TN,"Nashville-Davidson-Murfreesboro-Franklin, TN",,,,36.01562,-86.58194
"Eagleville, TN",TN,"Nashville-Davidson-Murfreesboro-Franklin, TN",D,0.37595,1967.0,36.16589,-86.78444
"Goodlettsville, TN",TN,"Nashville-Davidson-Murfreesboro-Franklin, TN",E,0.34225,2074.0,36.32311,-86.71333
"Rockvale, TN",TN,"Nashville-Davidson-Murfreesboro-Franklin, TN",,,,36.16589,-86.78444
"White House, TN",TN,"Nashville-Davidson-Murfreesboro-Franklin, TN",E,0.3213,2137.0,36.16589,-86.78444
